Country,Party,Dimension,Mean
NZ,NZFP,Sympathy,15.84210491
NZ,NZLP,Taxes v. Spending,8.578947067
NZ,NZLP,Environment,9.789473534
NZ,NZLP,Decentralization,10.61111069
NZ,NZLP,Left-Right,9.199999809
NZ,NZLP,Immigration,6.476190567
NZ,NZLP,Deregulation,9.631579399
NZ,NZLP,Health Care,7
NZ,NZLP,US Affairs,12
NZ,NZLP,Sympathy,6.052631378
NZ,PC,Taxes v. Spending,6
NZ,PC,Environment,9.882352829
NZ,PC,Decentralization,12
NZ,PC,Left-Right,6.736842155
NZ,PC,Immigration,5.894736767
NZ,PC,Deregulation,5.888888836
NZ,PC,Health Care,5.050000191
NZ,PC,US Affairs,13.94736862
NZ,PC,Sympathy,7
NZ,UF,Taxes v. Spending,13
NZ,UF,Environment,13.17647076
NZ,UF,Decentralization,9.692307472
NZ,UF,Left-Right,12.6315794
NZ,UF,Immigration,7.823529243
NZ,UF,Deregulation,13.0625
NZ,UF,Health Care,11.5
NZ,UF,US Affairs,8.333333015
NZ,UF,Sympathy,13.11111069
NI,APNI,Taxes v. Spending,10.11111069
NI,APNI,Social,5.900000095
NI,APNI,Environment,8.444444656
NI,APNI,Decentralization,5.285714149
NI,APNI,Left-Right,9.899999619
NI,APNI,Immigration,5.625
NI,APNI,Northern Ireland,6.909090996
NI,APNI,Deregulation,12.19999981
NI,APNI,EU: Accountability,6.333333492
NI,APNI,EU: Authority,6
NI,APNI,Sympathy,9.699999809
NI,DUP,Taxes v. Spending,7.454545498
NI,DUP,Social,18.81818199
NI,DUP,Environment,13.80000019
NI,DUP,Decentralization,10.75
NI,DUP,Left-Right,12.72727299
NI,DUP,Immigration,15.375
NI,DUP,Northern Ireland,1
NI,DUP,Deregulation,8.454545021
NI,DUP,EU: Accountability,16.10000038
NI,DUP,EU: Authority,17.36363602
NI,DUP,Sympathy,16.54545403
NI,NIWC,Taxes v. Spending,6.444444656
NI,NIWC,Social,5.699999809
NI,NIWC,Environment,7.333333492
NI,NIWC,Decentralization,4.428571224
NI,NIWC,Left-Right,6.75
NI,NIWC,Immigration,4.428571224
NI,NIWC,Northern Ireland,9.666666985
NI,NIWC,Deregulation,8
NI,NIWC,EU: Accountability,4.166666508
NI,NIWC,EU: Authority,5.857142925
NI,NIWC,Sympathy,6.888888836
NI,PUP,Taxes v. Spending,4.555555344
NI,PUP,Social,7.75
NI,PUP,Environment,12
NI,PUP,Decentralization,6.833333492
NI,PUP,Left-Right,8.090909004
NI,PUP,Immigration,11
NI,PUP,Northern Ireland,2.636363745
NI,PUP,Deregulation,6.428571224
NI,PUP,EU: Accountability,11
NI,PUP,EU: Authority,11.75
NI,PUP,Sympathy,12.63636398
NI,SDLP,Taxes v. Spending,6.454545498
NI,SDLP,Social,12.72727299
NI,SDLP,Environment,8.444444656
NI,SDLP,Decentralization,7.111111164
NI,SDLP,Left-Right,8.454545021
NI,SDLP,Immigration,7.375
NI,SDLP,Northern Ireland,17.27272797
NI,SDLP,Deregulation,8.181818008
NI,SDLP,EU: Accountability,5.900000095
NI,SDLP,EU: Authority,4.545454502
NI,SDLP,Sympathy,8.454545021
NI,SF,Taxes v. Spending,4.818181992
NI,SF,Social,9.090909004
NI,SF,Environment,9.300000191
NI,SF,Decentralization,7.111111164
NI,SF,Left-Right,6.272727489
NI,SF,Immigration,6.625
NI,SF,Northern Ireland,19.45454597
NI,SF,Deregulation,5.636363506
NI,SF,EU: Accountability,14
NI,SF,EU: Authority,13.18181801
NI,SF,Sympathy,11.090909
NI,UUP,Taxes v. Spending,12.18181801
NI,UUP,Social,13.54545498
NI,UUP,Environment,13.39999962
NI,UUP,Decentralization,12.33333302
NI,UUP,Left-Right,13.81818199
NI,UUP,Immigration,12.25
NI,UUP,Northern Ireland,1.818181872
NI,UUP,Deregulation,13.72727299
NI,UUP,EU: Accountability,15
NI,UUP,EU: Authority,13.81818199
NI,UUP,Sympathy,13.36363602
NO,DNA,Taxes v. Spending,6.619047642
NO,DNA,Social,6.150000095
NO,DNA,EU joining,16.1428566
NO,DNA,Environment,12.80952358
NO,DNA,Decentralization,13.04761887
NO,DNA,Left-Right,7.904761791
NO,DNA,Immigration,9.285714149
NO,DNA,NATO/Peacekeeping,4.166666508
NO,DNA,Deregulation,7.904761791
NO,DNA,Sympathy,7.263157845
NO,FrP,Taxes v. Spending,15.25
NO,FrP,Social,11.52380943
NO,FrP,EU joining,10.95238113
NO,FrP,Environment,17.66666603
NO,FrP,Decentralization,12.76190472
NO,FrP,Left-Right,15.80000019
NO,FrP,Immigration,19.09523773
NO,FrP,NATO/Peacekeeping,6.058823586
NO,FrP,Deregulation,16.2857151
NO,FrP,Sympathy,18
NO,H,Taxes v. Spending,16.76190567
NO,H,Social,7.809523582
NO,H,EU joining,18.5714283
NO,H,Environment,13.95238113
NO,H,Decentralization,12.19047642
NO,H,Left-Right,16.61904716
NO,H,Immigration,11.47619057
NO,H,NATO/Peacekeeping,3.666666746
NO,H,Deregulation,17.47619057
NO,H,Sympathy,12.78947353
NO,KrF,Taxes v. Spending,9.714285851
NO,KrF,Social,18.47619057
NO,KrF,EU joining,7.809523582
NO,KrF,Environment,8.190476418
NO,KrF,Decentralization,7.333333492
NO,KrF,Left-Right,11.04761887
NO,KrF,Immigration,7.761904716
NO,KrF,NATO/Peacekeeping,8.111110687
NO,KrF,Deregulation,10.76190472
NO,KrF,Sympathy,14.57894707
NO,RV,Taxes v. Spending,2.095238209
NO,RV,Social,2.900000095
NO,RV,EU joining,1.857142806
NO,RV,Environment,4.555555344
NO,RV,Decentralization,7.6842103
NO,RV,Left-Right,1.857142806
NO,RV,Immigration,2.047619104
NO,RV,NATO/Peacekeeping,17.72222137
NO,RV,Deregulation,2
NO,RV,Sympathy,15.68421078
NO,SV,Taxes v. Spending,3.571428537
NO,SV,Social,3.857142925
NO,SV,EU joining,4.952381134
NO,SV,Environment,3.142857075
NO,SV,Decentralization,8.142857552
NO,SV,Left-Right,4.476190567
NO,SV,Immigration,3.428571463
NO,SV,NATO/Peacekeeping,15.33333302
NO,SV,Deregulation,4.142857075
NO,SV,Sympathy,6.6842103
NO,Sp,Taxes v. Spending,6.333333492
NO,Sp,Social,11.95238113
NO,Sp,EU joining,1.714285731
NO,Sp,Environment,7.857142925
NO,Sp,Decentralization,3.619047642
NO,Sp,Left-Right,7.380952358
NO,Sp,Immigration,9.285714149
NO,Sp,NATO/Peacekeeping,12.05555534
NO,Sp,Deregulation,6.238095284
NO,Sp,Sympathy,10.38888931
NO,V,Taxes v. Spending,12.23809528
NO,V,Social,7.190476418
NO,V,EU joining,9.714285851
NO,V,Environment,5.476190567
NO,V,Decentralization,7.238095284
NO,V,Left-Right,12.47619057
NO,V,Immigration,6.809523582
NO,V,NATO/Peacekeeping,8.529411316
NO,V,Deregulation,13.52380943
NO,V,Sympathy,9.368420601
PT,BE,Taxes v. Spending,5.099999905
PT,BE,Social,1.761904716
PT,BE,Environment,3.200000048
PT,BE,Decentralization,6.473684311
PT,BE,Left-Right,2.952380896
PT,BE,EU: Peacekeeping,13.05000019
PT,BE,Immigration,2.619047642
PT,BE,EU: Accountability,12.1875
PT,BE,EU: Authority,13.14999962
PT,BE,Sympathy,12.25
PT,CDS/PP,Taxes v. Spending,16.47619057
PT,CDS/PP,Social,19.10000038
PT,CDS/PP,Environment,15.4285717
PT,CDS/PP,Decentralization,14.14285755
PT,CDS/PP,Left-Right,16.90476227
PT,CDS/PP,EU: Peacekeeping,10.19047642
PT,CDS/PP,Immigration,15.28571415
PT,CDS/PP,EU: Accountability,16.05555534
PT,CDS/PP,EU: Authority,15.39999962
PT,CDS/PP,Sympathy,14.25
PT,PCP,Taxes v. Spending,4.105263233
PT,PCP,Social,4.095238209
PT,PCP,Environment,5.900000095
PT,PCP,Decentralization,6.523809433
PT,PCP,Left-Right,3.714285612
PT,PCP,EU: Peacekeeping,14.23809528
PT,PCP,Immigration,3.900000095
PT,PCP,EU: Accountability,13.16666698
PT,PCP,EU: Authority,14.60000038
PT,PCP,Sympathy,14.5
PT,PEV,Taxes v. Spending,5.125
PT,PEV,Social,3.5
PT,PEV,Environment,2.333333254
PT,PEV,Decentralization,6.470588207
PT,PEV,Left-Right,4.150000095
PT,PEV,EU: Peacekeeping,14.64705849
PT,PEV,Immigration,4.176470757
PT,PEV,EU: Accountability,12
PT,PEV,EU: Authority,11.66666698
PT,PEV,Sympathy,12.77777767
PT,PS,Taxes v. Spending,8.649999619
PT,PS,Social,8.095237732
PT,PS,Environment,8.809523582
PT,PS,Decentralization,7.333333492
PT,PS,Left-Right,8.666666985
PT,PS,EU: Peacekeeping,6.571428776
PT,PS,Immigration,7.666666508
PT,PS,EU: Accountability,7.722222328
PT,PS,EU: Authority,6.699999809
PT,PS,Sympathy,9.050000191
PT,PSD,Taxes v. Spending,14.5
PT,PSD,Social,14.85000038
PT,PSD,Environment,13.61904716
PT,PSD,Decentralization,10.76190472
PT,PSD,Left-Right,13.85714245
PT,PSD,EU: Peacekeeping,7
PT,PSD,Immigration,12.23809528
PT,PSD,EU: Accountability,10.77777767
PT,PSD,EU: Authority,9.399999619
PT,PSD,Sympathy,10.80000019
ES,CiU,Taxes v. Spending,12.06944466
ES,CiU,Social,12.01351357
ES,CiU,Environment,12.81159401
ES,CiU,Decentralization,3.095890522
ES,CiU,Left-Right,13.67105293
ES,CiU,EU: Peacekeeping,8.045454979
ES,CiU,Immigration,12.5714283
ES,CiU,Deregulation,14.32394409
ES,CiU,EU: Accountability,7.245614052
ES,CiU,EU: Authority,7.366666794
ES,CiU,Sympathy,12.3815794
ES,IU,Taxes v. Spending,3.789473772
ES,IU,Social,2.631578922
ES,IU,Environment,4.346666813
ES,IU,Decentralization,5.868421078
ES,IU,Left-Right,3.605263233
ES,IU,EU: Peacekeeping,15.82432461
ES,IU,Immigration,3.421052694
ES,IU,Deregulation,3.960000038
ES,IU,EU: Accountability,6.603448391
ES,IU,EU: Authority,9.806451797
ES,IU,Sympathy,8.894737244
ES,PNV,Taxes v. Spending,11.31884098
ES,PNV,Social,13.93055534
ES,PNV,Environment,12
ES,PNV,Decentralization,2.16438365
ES,PNV,Left-Right,14.5
ES,PNV,EU: Peacekeeping,11.35849094
ES,PNV,Immigration,12.8730154
ES,PNV,Deregulation,12.26865673
ES,PNV,EU: Accountability,8.210526466
ES,PNV,EU: Authority,8.293103218
ES,PNV,Sympathy,15.50666714
ES,PP,Taxes v. Spending,16.65789413
ES,PP,Social,17.15789413
ES,PP,Environment,16.63999939
ES,PP,Decentralization,14.67105293
ES,PP,Left-Right,16.9868412
ES,PP,EU: Peacekeeping,4.351351261
ES,PP,Immigration,16.60526276
ES,PP,Deregulation,17.31579018
ES,PP,EU: Accountability,14.7903223
ES,PP,EU: Authority,12.609375
ES,PP,Sympathy,16.4868412
ES,PSOE,Taxes v. Spending,7.360000134
ES,PSOE,Social,5.5657897
ES,PSOE,Environment,9.079999924
ES,PSOE,Decentralization,8.539473534
ES,PSOE,Left-Right,8.197368622
ES,PSOE,EU: Peacekeeping,7.432432652
ES,PSOE,Immigration,7.4342103
ES,PSOE,Deregulation,9.276315689
ES,PSOE,EU: Accountability,8.393442154
ES,PSOE,EU: Authority,6.825397015
ES,PSOE,Sympathy,7.223684311
SE,C,Taxes v. Spending,11.439394
SE,C,Social,11.64615345
SE,C,Environment,6.924242496
SE,C,Decentralization,3.716418028
SE,C,Left-Right,12.22388077
SE,C,EU: Peacekeeping,12.36206913
SE,C,Immigration,9.983606339
SE,C,Deregulation,11.74242401
SE,C,EU: Accountability,13.01785755
SE,C,EU: Authority,13.45454502
SE,C,Sympathy,12.55737686
SE,FP,Taxes v. Spending,13.46268654
SE,FP,Social,4.611940384
SE,FP,Environment,13.10447788
SE,FP,Decentralization,8.907691956
SE,FP,Left-Right,14.23880577
SE,FP,EU: Peacekeeping,3.587301493
SE,FP,Immigration,6.015151501
SE,FP,Deregulation,15.985075
SE,FP,EU: Accountability,5.3157897
SE,FP,EU: Authority,4.681818008
SE,FP,Sympathy,8.672131538
SE,KD,Taxes v. Spending,13.72727299
SE,KD,Social,17.74626923
SE,KD,Environment,12.125
SE,KD,Decentralization,9.129032135
SE,KD,Left-Right,16.04477692
SE,KD,EU: Peacekeeping,8.207547188
SE,KD,Immigration,9.484375
SE,KD,Deregulation,14.04477596
SE,KD,EU: Accountability,10.54901981
SE,KD,EU: Authority,8.370967865
SE,KD,Sympathy,15.91803265
SE,M,Taxes v. Spending,17.68656731
SE,M,Social,12.68656731
SE,M,Environment,16.11940384
SE,M,Decentralization,10.51515198
SE,M,Left-Right,17.19403076
SE,M,EU: Peacekeeping,4.199999809
SE,M,Immigration,10.96923065
SE,M,Deregulation,17.88059616
SE,M,EU: Accountability,10.58181858
SE,M,EU: Authority,5.969696999
SE,M,Sympathy,13.91803265
SE,MP,Taxes v. Spending,7.164179325
SE,MP,Social,5.045454502
SE,MP,Environment,1.955223918
SE,MP,Decentralization,4.909090996
SE,MP,Left-Right,7.462686539
SE,MP,EU: Peacekeeping,17.296875
SE,MP,Immigration,5.225806236
SE,MP,Deregulation,7.70149231
SE,MP,EU: Accountability,14.74545479
SE,MP,EU: Authority,17.46969604
SE,MP,Sympathy,11.0666666
SE,SAP,Taxes v. Spending,7.119402885
SE,SAP,Social,7.104477406
SE,SAP,Environment,11.83582115
SE,SAP,Decentralization,12.55223846
SE,SAP,Left-Right,8.29850769
SE,SAP,EU: Peacekeeping,9.709677696
SE,SAP,Immigration,7.363636494
SE,SAP,Deregulation,7.656716347
SE,SAP,EU: Accountability,14.32758617
SE,SAP,EU: Authority,8.681818008
SE,SAP,Sympathy,8
SE,V,Taxes v. Spending,3.268656731
SE,V,Social,3.611940384
SE,V,Environment,4.776119232
SE,V,Decentralization,10.33333302
SE,V,Left-Right,3.626865625
SE,V,EU: Peacekeeping,18.15384674
SE,V,Immigration,4.1875
SE,V,Deregulation,3.343283653
SE,V,EU: Accountability,15.53448296
SE,V,EU: Authority,17.88059616
SE,V,Sympathy,11.65573788
CH,CVP,Taxes v. Spending,11.72000027
CH,CVP,Social,14.56862736
CH,CVP,EU joining,10.52000046
CH,CVP,Environment,11.84313679
CH,CVP,Decentralization,7.375
CH,CVP,Left-Right,11.79166698
CH,CVP,Immigration,10.42000008
CH,CVP,Deregulation,11.86274529
CH,CVP,Sympathy,10.27659607
CH,EDU,Taxes v. Spending,13.125
CH,EDU,Social,18.9069767
CH,EDU,EU joining,2.875
CH,EDU,Environment,11.8717947
CH,EDU,Decentralization,7.94594574
CH,EDU,Left-Right,17.45000076
CH,EDU,Immigration,16.82500076
CH,EDU,Deregulation,10.8648653
CH,EDU,Sympathy,18.375
CH,EVP,Taxes v. Spending,9.454545021
CH,EVP,Social,15.40425491
CH,EVP,EU joining,9.899999619
CH,EVP,Environment,8.558139801
CH,EVP,Decentralization,9.358974457
CH,EVP,Left-Right,10.35714245
CH,EVP,Immigration,9.024390221
CH,EVP,Deregulation,10.069767
CH,EVP,Sympathy,12.04761887
CH,FDP,Taxes v. Spending,16.21999931
CH,FDP,Social,7.490196228
CH,FDP,EU joining,10.92000008
CH,FDP,Environment,15.52941132
CH,FDP,Decentralization,8.081632614
CH,FDP,Left-Right,14.47916698
CH,FDP,Immigration,12.96000004
CH,FDP,Deregulation,17
CH,FDP,Sympathy,9.553191185
CH,GPS,Taxes v. Spending,4.28000021
CH,GPS,Social,2.960000038
CH,GPS,EU joining,14.32653046
CH,GPS,Environment,1.862745047
CH,GPS,Decentralization,12.38297844
CH,GPS,Left-Right,4.208333492
CH,GPS,Immigration,3.079999924
CH,GPS,Deregulation,4.920000076
CH,GPS,Sympathy,8.108695984
CH,LPS,Taxes v. Spending,17.10638237
CH,LPS,Social,9.063829422
CH,LPS,EU joining,13.66666698
CH,LPS,Environment,16.10638237
CH,LPS,Decentralization,6.363636494
CH,LPS,Left-Right,15.63636398
CH,LPS,Immigration,12.79545498
CH,LPS,Deregulation,17.70833397
CH,LPS,Sympathy,10.85714245
CH,PdA,Taxes v. Spending,2.108695745
CH,PdA,Social,4.068181992
CH,PdA,EU joining,14.51282024
CH,PdA,Environment,6.428571224
CH,PdA,Decentralization,15.80000019
CH,PdA,Left-Right,2
CH,PdA,Immigration,3.146341562
CH,PdA,Deregulation,1.755555511
CH,PdA,Sympathy,14.21428585
CH,SD,Taxes v. Spending,12.88888931
CH,SD,Social,18.17777824
CH,SD,EU joining,1.272727251
CH,SD,Environment,10.5581398
CH,SD,Decentralization,8.256410599
CH,SD,Left-Right,18.9069767
CH,SD,Immigration,19.68181801
CH,SD,Deregulation,10.069767
CH,SD,Sympathy,19.4285717
CH,SPS,Taxes v. Spending,4.340000153
CH,SPS,Social,3.333333254
CH,SPS,EU joining,17.70000076
CH,SPS,Environment,5.431372643
CH,SPS,Decentralization,14.27083302
CH,SPS,Left-Right,4.583333492
CH,SPS,Immigration,3.200000048
CH,SPS,Deregulation,5.019608021
CH,SPS,Sympathy,7.13043499
CH,SVP,Taxes v. Spending,18.04000092
CH,SVP,Social,16.84313774
CH,SVP,EU joining,1.519999981
CH,SVP,Environment,16.90196037
CH,SVP,Decentralization,5.270833492
CH,SVP,Left-Right,17.875
CH,SVP,Immigration,18.79999924
CH,SVP,Deregulation,15.11764717
CH,SVP,Sympathy,16.2553196
TR,AKP,Taxes v. Spending,8.214285851
TR,AKP,Social,17.14814758
TR,AKP,EU joining,17.3928566
TR,AKP,Environment,15.71428585
TR,AKP,Nationalism,11.17241383
TR,AKP,Religion,4.678571224
TR,AKP,Decentralization,6.428571224
TR,AKP,Left-Right,14.27586174
TR,AKP,Immigration,10.3684206
TR,AKP,NATO/Peacekeeping,6.428571224
TR,AKP,Deregulation,13.35714245
TR,AKP,Sympathy,15.92592621
TR,ANAP,Taxes v. Spending,11.88461494
TR,ANAP,Social,12.20833302
TR,ANAP,EU joining,18.53846169
TR,ANAP,Environment,15.60000038
TR,ANAP,Nationalism,10.40740776
TR,ANAP,Religion,11.30769253
TR,ANAP,Decentralization,7.230769157
TR,ANAP,Left-Right,12.89285755
TR,ANAP,Immigration,8.941176414
TR,ANAP,NATO/Peacekeeping,4.800000191
TR,ANAP,Deregulation,16.5
TR,ANAP,Sympathy,12.76923084
TR,CHP,Taxes v. Spending,6.346153736
TR,CHP,Social,9.769230843
TR,CHP,EU joining,15.03846169
TR,CHP,Environment,8.555555344
TR,CHP,Nationalism,11.03571415
TR,CHP,Religion,18.74073982
TR,CHP,Decentralization,11.48148155
TR,CHP,Left-Right,7.5
TR,CHP,Immigration,8.421052933
TR,CHP,NATO/Peacekeeping,8
TR,CHP,Deregulation,7.407407284
TR,CHP,Sympathy,9.730769157
TR,DEHAP,Taxes v. Spending,5.8125
TR,DEHAP,Social,10.53333378
TR,DEHAP,EU joining,17.16666603
TR,DEHAP,Environment,9.0625
TR,DEHAP,Nationalism,2.319999933
TR,DEHAP,Religion,14.04545498
TR,DEHAP,Decentralization,5.458333492
TR,DEHAP,Left-Right,5.230769157
TR,DEHAP,Immigration,7
TR,DEHAP,NATO/Peacekeeping,12.13333321
TR,DEHAP,Deregulation,7.157894611
TR,DEHAP,Sympathy,14.03846169
TR,DSP,Taxes v. Spending,6.346153736
TR,DSP,Social,11.04166698
TR,DSP,EU joining,11.88000011
TR,DSP,Environment,9.880000114
TR,DSP,Nationalism,14.92592621
TR,DSP,Religion,17.19230843
TR,DSP,Decentralization,13
TR,DSP,Left-Right,9.25
TR,DSP,Immigration,10.05882359
TR,DSP,NATO/Peacekeeping,8.079999924
TR,DSP,Deregulation,7.346153736
TR,DSP,Sympathy,13.23076916
TR,DYP,Taxes v. Spending,10.88888931
TR,DYP,Social,15.5
TR,DYP,EU joining,13.74074078
TR,DYP,Environment,15.57692337
TR,DYP,Nationalism,16.07407379
TR,DYP,Religion,10.40740776
TR,DYP,Decentralization,11.55555534
TR,DYP,Left-Right,15.21428585
TR,DYP,Immigration,12.72222233
TR,DYP,NATO/Peacekeeping,6.880000114
TR,DYP,Deregulation,13.60000038
TR,DYP,Sympathy,16
TR,GP,Taxes v. Spending,12.90476227
TR,GP,Social,15.38888931
TR,GP,EU joining,5.818181992
TR,GP,Environment,15.81818199
TR,GP,Nationalism,17.71999931
TR,GP,Religion,11.30000019
TR,GP,Decentralization,10.25
TR,GP,Left-Right,16.92592621
TR,GP,Immigration,14.46666622
TR,GP,NATO/Peacekeeping,10.46666622
TR,GP,Deregulation,13.347826
TR,GP,Sympathy,19.5
TR,MHP,Taxes v. Spending,8.615385056
TR,MHP,Social,18.92307663
TR,MHP,EU joining,4.814815044
TR,MHP,Environment,14.56000042
TR,MHP,Nationalism,19.7857151
TR,MHP,Religion,9.555555344
TR,MHP,Decentralization,16.57692337
TR,MHP,Left-Right,18.4285717
TR,MHP,Immigration,15.94736862
TR,MHP,NATO/Peacekeeping,8.269230843
TR,MHP,Deregulation,6.153846264
TR,MHP,Sympathy,18.61538506
US,Dem,Taxes v. Spending,6.295180798
US,Dem,Social,4.975903511
US,Dem,Environment,6.012048244
US,Dem,Decentralization,12.22360229
US,Dem,Left-Right,7.083832264
US,Dem,Immigration,6.765431881
US,Dem,Deregulation,7.836363792
US,Dem,Health Care,6.563636303
US,Dem,US Affairs,10.53374195
US,Dem,Sympathy,7.518292904
US,Rep,Taxes v. Spending,16.77108383
US,Rep,Social,17.21084404
US,Rep,Environment,16.77108383
US,Rep,Decentralization,7.78881979
US,Rep,Left-Right,16.62874222
US,Rep,Immigration,12.320755
US,Rep,Deregulation,16.61445808
US,Rep,Health Care,16.81818199
US,Rep,US Affairs,6.408536434
US,Rep,Sympathy,15.35975647
JP,DP,Taxes v. Spending,10.61403465
JP,DP,Social,8.892857552
JP,DP,Environment,10.25862026
JP,DP,Decentralization,5.034482956
JP,DP,Left-Right,11.58620644
JP,DP,Immigration,8.5
JP,DP,Deregulation,12.71428585
JP,DP,US Affairs,10.67241383
JP,DP,Deficit bonds,11.85714245
JP,DP,Defense policy,11.56896591
JP,DP,National identity,14.43103409
JP,DP,Sympathy,8.909090996
JP,JCP,Taxes v. Spending,8.736842155
JP,JCP,Social,8.660714149
JP,JCP,Environment,5.344827652
JP,JCP,Decentralization,10.36206913
JP,JCP,Left-Right,3.103448391
JP,JCP,Immigration,7.732142925
JP,JCP,Deregulation,3.793103456
JP,JCP,US Affairs,1.551724195
JP,JCP,Deficit bonds,7.446428776
JP,JCP,Defense policy,2.120689631
JP,JCP,National identity,3.982758522
JP,JCP,Sympathy,13.97727299
JP,Kom.,Taxes v. Spending,9.464285851
JP,Kom.,Social,12.875
JP,Kom.,Environment,10.70689678
JP,Kom.,Decentralization,9.431034088
JP,Kom.,Left-Right,12.22413826
JP,Kom.,Immigration,11.03508759
JP,Kom.,Deregulation,10.15789509
JP,Kom.,US Affairs,12.19298267
JP,Kom.,Deficit bonds,8.982142448
JP,Kom.,Defense policy,11.22807026
JP,Kom.,National identity,12.4912281
JP,Kom.,Sympathy,15.97727299
JP,LDP,Taxes v. Spending,10.13793087
JP,LDP,Social,15.77192974
JP,LDP,Environment,15.01724148
JP,LDP,Decentralization,10.56896591
JP,LDP,Left-Right,15.8103447
JP,LDP,Immigration,14.3684206
JP,LDP,Deregulation,12.94827557
JP,LDP,US Affairs,17.39655113
JP,LDP,Deficit bonds,9.535714149
JP,LDP,Defense policy,17
JP,LDP,National identity,17.67241287
JP,LDP,Sympathy,11.63636398
JP,NCP,Taxes v. Spending,11.73913002
JP,NCP,Social,16.26086998
JP,NCP,Environment,14.60416698
JP,NCP,Decentralization,10.31914902
JP,NCP,Left-Right,16.70833397
JP,NCP,Immigration,15.26086998
JP,NCP,Deregulation,13.58333302
JP,NCP,US Affairs,16.95833397
JP,NCP,Deficit bonds,10.673913
JP,NCP,Defense policy,17.04166603
JP,NCP,National identity,17.04166603
JP,NCP,Sympathy,14.5882349
JP,SDP,Taxes v. Spending,8.859648705
JP,SDP,Social,6.929824352
JP,SDP,Environment,5.465517044
JP,SDP,Decentralization,8.758620262
JP,SDP,Left-Right,5.120689869
JP,SDP,Immigration,6.5
JP,SDP,Deregulation,5.526315689
JP,SDP,US Affairs,3.051724195
JP,SDP,Deficit bonds,7.636363506
JP,SDP,Defense policy,2.879310369
JP,SDP,National identity,7.368421078
JP,SDP,Sympathy,11.61363602
